Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id,Variant,Seed,Test_Time_s,n_features,pos_rate
KNN,SW,With BoW,0.9198,0.5456,0.0877,0.1404,0.0077,0.0146,,0.031,0f50fb19f263c430,corr,42,3.901,344.0,0.0805
LR,SW,With BoW,0.7505,0.8047,0.2291,0.2023,0.7589,0.3195,,1.304,0f50fb19f263c430,corr,1,0.021,344.0,0.0805
RF,SW,With BoW,0.9245,0.8479,0.3254,0.7091,0.0376,0.0714,,2.738,0f50fb19f263c430,corr,1,0.08,344.0,0.0805
GB,SW,With BoW,0.8057,0.8595,0.3201,0.255,0.7898,0.3855,,28.002,0f50fb19f263c430,corr,1,0.041,344.0,0.0805
KNN,SW,With BoW,0.9198,0.5456,0.0877,0.1404,0.0077,0.0146,,0.031,0f50fb19f263c430,corr,1,3.873,344.0,0.0805
LR,SW,With BoW,0.7505,0.8047,0.2291,0.2023,0.7589,0.3195,,1.122,0f50fb19f263c430,corr,2,0.018,344.0,0.0805
RF,SW,With BoW,0.925,0.8481,0.3284,0.7302,0.0444,0.0836,,2.55,0f50fb19f263c430,corr,2,0.08,344.0,0.0805
GB,SW,With BoW,0.8055,0.8593,0.3199,0.2548,0.7898,0.3853,,27.615,0f50fb19f263c430,corr,2,0.041,344.0,0.0805
KNN,SW,With BoW,0.9198,0.5456,0.0877,0.1404,0.0077,0.0146,,0.031,0f50fb19f263c430,corr,2,4.346,344.0,0.0805
LR,SW,With BoW,0.7505,0.8047,0.2291,0.2023,0.7589,0.3195,,1.237,0f50fb19f263c430,corr,3,0.018,344.0,0.0805
RF,SW,With BoW,0.9249,0.8496,0.3324,0.7188,0.0444,0.0836,,2.694,0f50fb19f263c430,corr,3,0.091,344.0,0.0805
GB,SW,With BoW,0.8056,0.8594,0.3201,0.2549,0.7898,0.3854,,27.785,0f50fb19f263c430,corr,3,0.041,344.0,0.0805
KNN,SW,With BoW,0.9198,0.5456,0.0877,0.1404,0.0077,0.0146,,0.031,0f50fb19f263c430,corr,3,3.844,344.0,0.0805
LR,SW,With BoW,0.7505,0.8047,0.2291,0.2023,0.7589,0.3195,,1.129,0f50fb19f263c430,corr,4,0.018,344.0,0.0805
RF,SW,With BoW,0.9247,0.8465,0.3272,0.7119,0.0405,0.0766,,2.624,0f50fb19f263c430,corr,4,0.08,344.0,0.0805
GB,SW,With BoW,0.8057,0.8593,0.3201,0.255,0.7898,0.3855,,27.993,0f50fb19f263c430,corr,4,0.042,344.0,0.0805
KNN,SW,With BoW,0.9198,0.5456,0.0877,0.1404,0.0077,0.0146,,0.031,0f50fb19f263c430,corr,4,3.893,344.0,0.0805
LR,SW,No Process,0.6356,0.6033,0.1338,0.1256,0.4972,0.2005,,0.118,0f50fb19f263c430,corrpacu,42,0.004,59.0,0.0948
RF,SW,No Process,0.908,0.5924,0.1208,0.0,0.0,0.0,,1.686,0f50fb19f263c430,corrpacu,42,0.068,59.0,0.0948
GB,SW,No Process,0.6506,0.6192,0.1403,0.1349,0.5174,0.214,,8.394,0f50fb19f263c430,corrpacu,42,0.017,59.0,0.0948
KNN,SW,No Process,0.9028,0.5193,0.0966,0.134,0.0105,0.0195,,0.009,0f50fb19f263c430,corrpacu,42,2.895,59.0,0.0948
LR,SW,No Process,0.6356,0.6033,0.1338,0.1256,0.4972,0.2005,,0.122,0f50fb19f263c430,corrpacu,1,0.004,59.0,0.0948
RF,SW,No Process,0.908,0.5913,0.1202,0.0,0.0,0.0,,1.675,0f50fb19f263c430,corrpacu,1,0.069,59.0,0.0948
GB,SW,No Process,0.6507,0.6191,0.1402,0.1349,0.5174,0.214,,9.555,0f50fb19f263c430,corrpacu,1,0.017,59.0,0.0948
KNN,SW,No Process,0.9028,0.5193,0.0966,0.134,0.0105,0.0195,,0.008,0f50fb19f263c430,corrpacu,1,1.235,59.0,0.0948
LR,SW,No Process,0.6356,0.6033,0.1338,0.1256,0.4972,0.2005,,0.117,0f50fb19f263c430,corrpacu,2,0.004,59.0,0.0948
RF,SW,No Process,0.9079,0.5852,0.1188,0.0,0.0,0.0,,1.679,0f50fb19f263c430,corrpacu,2,0.067,59.0,0.0948
GB,SW,No Process,0.6507,0.6192,0.1403,0.1349,0.5174,0.214,,8.403,0f50fb19f263c430,corrpacu,2,0.018,59.0,0.0948
KNN,SW,No Process,0.9028,0.5193,0.0966,0.134,0.0105,0.0195,,0.008,0f50fb19f263c430,corrpacu,2,1.171,59.0,0.0948
LR,SW,No Process,0.6356,0.6033,0.1338,0.1256,0.4972,0.2005,,0.124,0f50fb19f263c430,corrpacu,3,0.004,59.0,0.0948
RF,SW,No Process,0.9079,0.5922,0.1233,0.0,0.0,0.0,,1.679,0f50fb19f263c430,corrpacu,3,0.068,59.0,0.0948
GB,SW,No Process,0.6507,0.6192,0.1403,0.1349,0.5174,0.214,,8.359,0f50fb19f263c430,corrpacu,3,0.017,59.0,0.0948
KNN,SW,No Process,0.9028,0.5193,0.0966,0.134,0.0105,0.0195,,0.008,0f50fb19f263c430,corrpacu,3,1.184,59.0,0.0948
LR,SW,No Process,0.6356,0.6033,0.1338,0.1256,0.4972,0.2005,,0.116,0f50fb19f263c430,corrpacu,4,0.004,59.0,0.0948
RF,SW,No Process,0.908,0.5843,0.1182,0.0,0.0,0.0,,1.653,0f50fb19f263c430,corrpacu,4,0.067,59.0,0.0948
GB,SW,No Process,0.6507,0.6192,0.1403,0.1349,0.5174,0.214,,8.367,0f50fb19f263c430,corrpacu,4,0.016,59.0,0.0948
KNN,SW,No Process,0.9028,0.5193,0.0966,0.134,0.0105,0.0195,,0.009,0f50fb19f263c430,corrpacu,4,1.185,59.0,0.0948
LR,SW,With Process,0.736,0.8002,0.2659,0.2251,0.7668,0.348,,0.193,0f50fb19f263c430,corrpacu,42,0.005,76.0,0.0948
RF,SW,With Process,0.9092,0.8517,0.3593,0.5517,0.0648,0.1159,,1.856,0f50fb19f263c430,corrpacu,42,0.057,76.0,0.0948
GB,SW,With Process,0.8019,0.8577,0.3544,0.2887,0.7895,0.4228,,13.623,0f50fb19f263c430,corrpacu,42,0.022,76.0,0.0948
KNN,SW,With Process,0.9035,0.5576,0.1069,0.1556,0.0113,0.0211,,0.011,0f50fb19f263c430,corrpacu,42,1.649,76.0,0.0948
LR,SW,With Process,0.736,0.8002,0.2659,0.2251,0.7668,0.348,,0.214,0f50fb19f263c430,corrpacu,1,0.007,76.0,0.0948
RF,SW,With Process,0.9091,0.853,0.3601,0.5522,0.0599,0.1081,,1.951,0f50fb19f263c430,corrpacu,1,0.068,76.0,0.0948
GB,SW,With Process,0.8019,0.8577,0.3544,0.2887,0.7895,0.4228,,13.517,0f50fb19f263c430,corrpacu,1,0.022,76.0,0.0948
KNN,SW,With Process,0.9035,0.5576,0.1069,0.1556,0.0113,0.0211,,0.009,0f50fb19f263c430,corrpacu,1,1.359,76.0,0.0948
LR,SW,With Process,0.736,0.8002,0.2659,0.2251,0.7668,0.348,,0.185,0f50fb19f263c430,corrpacu,2,0.005,76.0,0.0948
RF,SW,With Process,0.9102,0.8567,0.3733,0.5897,0.0745,0.1323,,1.849,0f50fb19f263c430,corrpacu,2,0.058,76.0,0.0948
GB,SW,With Process,0.8019,0.8577,0.3544,0.2887,0.7895,0.4228,,13.562,0f50fb19f263c430,corrpacu,2,0.024,76.0,0.0948
KNN,SW,With Process,0.9035,0.5576,0.1069,0.1556,0.0113,0.0211,,0.011,0f50fb19f263c430,corrpacu,2,1.475,76.0,0.0948
LR,SW,With Process,0.736,0.8002,0.2659,0.2251,0.7668,0.348,,0.186,0f50fb19f263c430,corrpacu,3,0.005,76.0,0.0948
RF,SW,With Process,0.9085,0.8544,0.3603,0.517,0.0615,0.11,,1.931,0f50fb19f263c430,corrpacu,3,0.068,76.0,0.0948
GB,SW,With Process,0.8019,0.8577,0.3544,0.2887,0.7895,0.4228,,13.507,0f50fb19f263c430,corrpacu,3,0.021,76.0,0.0948
KNN,SW,With Process,0.9035,0.5576,0.1069,0.1556,0.0113,0.0211,,0.01,0f50fb19f263c430,corrpacu,3,1.324,76.0,0.0948
LR,SW,With Process,0.736,0.8002,0.2659,0.2251,0.7668,0.348,,0.247,0f50fb19f263c430,corrpacu,4,0.005,76.0,0.0948
RF,SW,With Process,0.9089,0.8538,0.3624,0.5374,0.064,0.1143,,1.836,0f50fb19f263c430,corrpacu,4,0.057,76.0,0.0948
GB,SW,With Process,0.8019,0.8577,0.3544,0.2887,0.7895,0.4228,,14.509,0f50fb19f263c430,corrpacu,4,0.025,76.0,0.0948
KNN,SW,With Process,0.9035,0.5576,0.1069,0.1556,0.0113,0.0211,,0.01,0f50fb19f263c430,corrpacu,4,1.554,76.0,0.0948
LR,SW,With BoW,0.7451,0.7994,0.2644,0.2303,0.7571,0.3532,,1.1,0f50fb19f263c430,corrpacu,42,0.021,344.0,0.0948
RF,SW,With BoW,0.9112,0.8451,0.3736,0.7143,0.0567,0.105,,3.579,0f50fb19f263c430,corrpacu,42,0.081,344.0,0.0948
GB,SW,With BoW,0.8022,0.8582,0.3639,0.2888,0.7879,0.4227,,30.364,0f50fb19f263c430,corrpacu,42,0.043,344.0,0.0948
KNN,SW,With BoW,0.9034,0.5593,0.1075,0.1753,0.0138,0.0255,,0.033,0f50fb19f263c430,corrpacu,42,4.033,344.0,0.0948
LR,SW,With BoW,0.7451,0.7994,0.2644,0.2303,0.7571,0.3532,,1.143,0f50fb19f263c430,corrpacu,1,0.023,344.0,0.0948
RF,SW,With BoW,0.9113,0.8489,0.3686,0.7263,0.0559,0.1038,,3.495,0f50fb19f263c430,corrpacu,1,0.081,344.0,0.0948
GB,SW,With BoW,0.8022,0.8581,0.3639,0.2888,0.7879,0.4227,,30.222,0f50fb19f263c430,corrpacu,1,0.049,344.0,0.0948
KNN,SW,With BoW,0.9034,0.5593,0.1075,0.1753,0.0138,0.0255,,0.034,0f50fb19f263c430,corrpacu,1,4.331,344.0,0.0948
LR,SW,With BoW,0.7451,0.7994,0.2644,0.2303,0.7571,0.3532,,1.151,0f50fb19f263c430,corrpacu,2,0.031,344.0,0.0948
RF,SW,With BoW,0.9111,0.848,0.3741,0.7,0.0567,0.1049,,3.429,0f50fb19f263c430,corrpacu,2,0.081,344.0,0.0948
GB,SW,With BoW,0.8021,0.858,0.3628,0.2887,0.7879,0.4226,,29.451,0f50fb19f263c430,corrpacu,2,0.046,344.0,0.0948
KNN,SW,With BoW,0.9034,0.5593,0.1075,0.1753,0.0138,0.0255,,0.033,0f50fb19f263c430,corrpacu,2,3.94,344.0,0.0948
LR,SW,With BoW,0.7451,0.7994,0.2644,0.2303,0.7571,0.3532,,0.979,0f50fb19f263c430,corrpacu,3,0.02,344.0,0.0948
RF,SW,With BoW,0.9107,0.8475,0.3708,0.6636,0.0575,0.1058,,3.046,0f50fb19f263c430,corrpacu,3,0.081,344.0,0.0948
GB,SW,With BoW,0.8022,0.8582,0.3639,0.2888,0.7879,0.4227,,29.358,0f50fb19f263c430,corrpacu,3,0.044,344.0,0.0948
KNN,SW,With BoW,0.9034,0.5593,0.1075,0.1753,0.0138,0.0255,,0.036,0f50fb19f263c430,corrpacu,3,3.896,344.0,0.0948
LR,SW,With BoW,0.7451,0.7994,0.2644,0.2303,0.7571,0.3532,,0.982,0f50fb19f263c430,corrpacu,4,0.021,344.0,0.0948
RF,SW,With BoW,0.9114,0.8501,0.3756,0.7292,0.0567,0.1052,,3.004,0f50fb19f263c430,corrpacu,4,0.08,344.0,0.0948
GB,SW,With BoW,0.8022,0.8581,0.3638,0.2888,0.7879,0.4227,,29.27,0f50fb19f263c430,corrpacu,4,0.043,344.0,0.0948
KNN,SW,With BoW,0.9034,0.5593,0.1075,0.1753,0.0138,0.0255,,0.032,0f50fb19f263c430,corrpacu,4,4.087,344.0,0.0948
LR,ICU,No Process,0.7203,0.7439,0.3254,0.2441,0.6459,0.3543,,0.154,6e09b6e8a1606e84,lat,42,0.007,59.0,0.1162
RF,ICU,No Process,0.881,0.7272,0.2873,0.4651,0.01,0.0195,,2.841,6e09b6e8a1606e84,lat,42,0.11,59.0,0.1162
GB,ICU,No Process,0.7228,0.747,0.3213,0.246,0.6459,0.3563,,12.606,6e09b6e8a1606e84,lat,42,0.027,59.0,0.1162
KNN,ICU,No Process,0.8733,0.5803,0.1532,0.2781,0.0418,0.0727,,0.013,6e09b6e8a1606e84,lat,42,3.728,59.0,0.1162
LR,ICU,No Process,0.7203,0.7439,0.3254,0.2441,0.6459,0.3543,,0.203,6e09b6e8a1606e84,lat,1,0.005,59.0,0.1162
RF,ICU,No Process,0.8808,0.725,0.2894,0.4464,0.0125,0.0242,,2.653,6e09b6e8a1606e84,lat,1,0.079,59.0,0.1162
GB,ICU,No Process,0.7228,0.747,0.3213,0.246,0.6459,0.3563,,12.286,6e09b6e8a1606e84,lat,1,0.025,59.0,0.1162
KNN,ICU,No Process,0.8733,0.5803,0.1532,0.2781,0.0418,0.0727,,0.012,6e09b6e8a1606e84,lat,1,1.93,59.0,0.1162
LR,ICU,No Process,0.7203,0.7439,0.3254,0.2441,0.6459,0.3543,,0.131,6e09b6e8a1606e84,lat,2,0.005,59.0,0.1162
RF,ICU,No Process,0.8819,0.7259,0.2943,0.6078,0.0154,0.0301,,2.824,6e09b6e8a1606e84,lat,2,0.089,59.0,0.1162
GB,ICU,No Process,0.7228,0.747,0.3213,0.246,0.6459,0.3563,,13.047,6e09b6e8a1606e84,lat,2,0.023,59.0,0.1162
KNN,ICU,No Process,0.8733,0.5803,0.1532,0.2781,0.0418,0.0727,,0.011,6e09b6e8a1606e84,lat,2,2.038,59.0,0.1162
LR,ICU,No Process,0.7203,0.7439,0.3254,0.2441,0.6459,0.3543,,0.132,6e09b6e8a1606e84,lat,3,0.006,59.0,0.1162
RF,ICU,No Process,0.8812,0.7226,0.288,0.5,0.012,0.0233,,2.433,6e09b6e8a1606e84,lat,3,0.079,59.0,0.1162
GB,ICU,No Process,0.7228,0.747,0.3213,0.246,0.6459,0.3563,,12.244,6e09b6e8a1606e84,lat,3,0.022,59.0,0.1162
KNN,ICU,No Process,0.8733,0.5803,0.1532,0.2781,0.0418,0.0727,,0.011,6e09b6e8a1606e84,lat,3,2.017,59.0,0.1162
LR,ICU,No Process,0.7203,0.7439,0.3254,0.2441,0.6459,0.3543,,0.135,6e09b6e8a1606e84,lat,4,0.005,59.0,0.1162
RF,ICU,No Process,0.8811,0.7273,0.2913,0.4808,0.0125,0.0243,,2.443,6e09b6e8a1606e84,lat,4,0.09,59.0,0.1162
GB,ICU,No Process,0.7228,0.747,0.3213,0.246,0.6459,0.3563,,12.65,6e09b6e8a1606e84,lat,4,0.024,59.0,0.1162
KNN,ICU,No Process,0.8733,0.5803,0.1532,0.2781,0.0418,0.0727,,0.011,6e09b6e8a1606e84,lat,4,2.015,59.0,0.1162
LR,ICU,With Process,0.7503,0.7792,0.384,0.2736,0.6658,0.3878,,0.192,6e09b6e8a1606e84,lat,42,0.006,76.0,0.1162
RF,ICU,With Process,0.8823,0.8022,0.3736,0.6,0.0269,0.0515,,3.281,6e09b6e8a1606e84,lat,42,0.101,76.0,0.1162
GB,ICU,With Process,0.7538,0.8167,0.4047,0.2885,0.7316,0.4138,,18.409,6e09b6e8a1606e84,lat,42,0.03,76.0,0.1162
KNN,ICU,With Process,0.878,0.5903,0.1589,0.3789,0.0428,0.077,,0.015,6e09b6e8a1606e84,lat,42,2.198,76.0,0.1162
LR,ICU,With Process,0.7503,0.7792,0.384,0.2736,0.6658,0.3878,,0.189,6e09b6e8a1606e84,lat,1,0.006,76.0,0.1162
RF,ICU,With Process,0.882,0.8032,0.3673,0.5921,0.0224,0.0432,,2.827,6e09b6e8a1606e84,lat,1,0.09,76.0,0.1162
GB,ICU,With Process,0.7538,0.8167,0.4046,0.2885,0.7316,0.4138,,18.269,6e09b6e8a1606e84,lat,1,0.028,76.0,0.1162
KNN,ICU,With Process,0.878,0.5903,0.1589,0.3789,0.0428,0.077,,0.015,6e09b6e8a1606e84,lat,1,2.13,76.0,0.1162
LR,ICU,With Process,0.7503,0.7792,0.384,0.2736,0.6658,0.3878,,0.203,6e09b6e8a1606e84,lat,2,0.006,76.0,0.1162
RF,ICU,With Process,0.8823,0.8033,0.3756,0.6118,0.0259,0.0497,,2.793,6e09b6e8a1606e84,lat,2,0.083,76.0,0.1162
GB,ICU,With Process,0.7538,0.8167,0.4046,0.2885,0.7316,0.4138,,18.149,6e09b6e8a1606e84,lat,2,0.029,76.0,0.1162
KNN,ICU,With Process,0.878,0.5903,0.1589,0.3789,0.0428,0.077,,0.016,6e09b6e8a1606e84,lat,2,2.174,76.0,0.1162
LR,ICU,With Process,0.7503,0.7792,0.384,0.2736,0.6658,0.3878,,0.195,6e09b6e8a1606e84,lat,3,0.006,76.0,0.1162
RF,ICU,With Process,0.8823,0.8014,0.3696,0.6023,0.0264,0.0506,,2.907,6e09b6e8a1606e84,lat,3,0.09,76.0,0.1162
GB,ICU,With Process,0.7538,0.8167,0.4047,0.2885,0.7316,0.4138,,18.408,6e09b6e8a1606e84,lat,3,0.029,76.0,0.1162
KNN,ICU,With Process,0.878,0.5903,0.1589,0.3789,0.0428,0.077,,0.016,6e09b6e8a1606e84,lat,3,2.15,76.0,0.1162
LR,ICU,With Process,0.7503,0.7792,0.384,0.2736,0.6658,0.3878,,0.189,6e09b6e8a1606e84,lat,4,0.006,76.0,0.1162
RF,ICU,With Process,0.8819,0.8019,0.3719,0.5682,0.0249,0.0477,,2.792,6e09b6e8a1606e84,lat,4,0.079,76.0,0.1162
GB,ICU,With Process,0.7538,0.8167,0.4046,0.2885,0.7316,0.4138,,18.279,6e09b6e8a1606e84,lat,4,0.028,76.0,0.1162
KNN,ICU,With Process,0.878,0.5903,0.1589,0.3789,0.0428,0.077,,0.016,6e09b6e8a1606e84,lat,4,2.125,76.0,0.1162
LR,ICU,With BoW,0.7568,0.7758,0.384,0.2793,0.6628,0.393,,1.556,6e09b6e8a1606e84,lat,42,0.026,356.0,0.1162
RF,ICU,With BoW,0.8815,0.7978,0.3519,0.6087,0.007,0.0138,,4.745,6e09b6e8a1606e84,lat,42,0.134,356.0,0.1162
GB,ICU,With BoW,0.7509,0.8169,0.4058,0.2863,0.7346,0.412,,40.629,6e09b6e8a1606e84,lat,42,0.059,356.0,0.1162
KNN,ICU,With BoW,0.8762,0.5799,0.1507,0.3077,0.0339,0.061,,0.059,6e09b6e8a1606e84,lat,42,6.5,356.0,0.1162
LR,ICU,With BoW,0.7568,0.7758,0.384,0.2793,0.6628,0.393,,1.551,6e09b6e8a1606e84,lat,1,0.027,356.0,0.1162
RF,ICU,With BoW,0.8813,0.7912,0.352,0.5333,0.004,0.0079,,4.796,6e09b6e8a1606e84,lat,1,0.123,356.0,0.1162
GB,ICU,With BoW,0.7509,0.8169,0.4058,0.2863,0.7346,0.412,,40.311,6e09b6e8a1606e84,lat,1,0.062,356.0,0.1162
KNN,ICU,With BoW,0.8762,0.5799,0.1507,0.3077,0.0339,0.061,,0.061,6e09b6e8a1606e84,lat,1,6.615,356.0,0.1162
LR,ICU,With BoW,0.7568,0.7758,0.384,0.2793,0.6628,0.393,,1.633,6e09b6e8a1606e84,lat,2,0.03,356.0,0.1162
RF,ICU,With BoW,0.8817,0.7934,0.3553,0.6538,0.0085,0.0167,,5.223,6e09b6e8a1606e84,lat,2,0.126,356.0,0.1162
GB,ICU,With BoW,0.7509,0.8169,0.4058,0.2863,0.7346,0.412,,40.612,6e09b6e8a1606e84,lat,2,0.074,356.0,0.1162
KNN,ICU,With BoW,0.8762,0.5799,0.1507,0.3077,0.0339,0.061,,0.062,6e09b6e8a1606e84,lat,2,6.75,356.0,0.1162
LR,ICU,With BoW,0.7568,0.7758,0.384,0.2793,0.6628,0.393,,1.825,6e09b6e8a1606e84,lat,3,0.033,356.0,0.1162
RF,ICU,With BoW,0.8814,0.7954,0.3622,0.6,0.006,0.0118,,5.126,6e09b6e8a1606e84,lat,3,0.136,356.0,0.1162
GB,ICU,With BoW,0.7509,0.8169,0.4058,0.2863,0.7346,0.412,,42.282,6e09b6e8a1606e84,lat,3,0.061,356.0,0.1162
KNN,ICU,With BoW,0.8762,0.5799,0.1507,0.3077,0.0339,0.061,,0.063,6e09b6e8a1606e84,lat,3,8.504,356.0,0.1162
LR,ICU,With BoW,0.7568,0.7758,0.384,0.2793,0.6628,0.393,,2.21,6e09b6e8a1606e84,lat,4,0.035,356.0,0.1162
RF,ICU,With BoW,0.8813,0.7928,0.3571,0.5333,0.004,0.0079,,5.597,6e09b6e8a1606e84,lat,4,0.135,356.0,0.1162
GB,ICU,With BoW,0.7509,0.8169,0.4058,0.2863,0.7346,0.412,,43.129,6e09b6e8a1606e84,lat,4,0.082,356.0,0.1162
KNN,ICU,With BoW,0.8762,0.5799,0.1507,0.3077,0.0339,0.061,,0.06,6e09b6e8a1606e84,lat,4,7.862,356.0,0.1162
LR,SW,No Process,0.7783,0.7634,0.2705,0.24,0.6253,0.3469,,0.118,0f50fb19f263c430,lat,42,0.004,59.0,0.0953
RF,SW,No Process,0.9079,0.7525,0.3225,0.5745,0.0854,0.1487,,1.792,0f50fb19f263c430,lat,42,0.102,59.0,0.0953
GB,SW,No Process,0.7831,0.7704,0.3076,0.2484,0.6435,0.3584,,9.116,0f50fb19f263c430,lat,42,0.017,59.0,0.0953
KNN,SW,No Process,0.8993,0.6408,0.1687,0.365,0.0941,0.1496,,0.008,0f50fb19f263c430,lat,42,1.245,59.0,0.0953
LR,SW,No Process,0.7783,0.7634,0.2705,0.24,0.6253,0.3469,,0.119,0f50fb19f263c430,lat,1,0.005,59.0,0.0953
RF,SW,No Process,0.9076,0.7559,0.3196,0.5642,0.0798,0.1399,,1.875,0f50fb19f263c430,lat,1,0.074,59.0,0.0953
GB,SW,No Process,0.7832,0.7705,0.3077,0.2486,0.6443,0.3588,,9.373,0f50fb19f263c430,lat,1,0.02,59.0,0.0953
KNN,SW,No Process,0.8993,0.6408,0.1687,0.365,0.0941,0.1496,,0.008,0f50fb19f263c430,lat,1,1.34,59.0,0.0953
LR,SW,No Process,0.7783,0.7634,0.2705,0.24,0.6253,0.3469,,0.123,0f50fb19f263c430,lat,2,0.004,59.0,0.0953
RF,SW,No Process,0.9068,0.7525,0.3153,0.5337,0.0751,0.1317,,1.844,0f50fb19f263c430,lat,2,0.142,59.0,0.0953
GB,SW,No Process,0.7831,0.7704,0.3077,0.2484,0.6435,0.3584,,8.863,0f50fb19f263c430,lat,2,0.017,59.0,0.0953
KNN,SW,No Process,0.8993,0.6408,0.1687,0.365,0.0941,0.1496,,0.008,0f50fb19f263c430,lat,2,1.238,59.0,0.0953
LR,SW,No Process,0.7783,0.7634,0.2705,0.24,0.6253,0.3469,,0.111,0f50fb19f263c430,lat,3,0.004,59.0,0.0953
RF,SW,No Process,0.907,0.7507,0.3152,0.544,0.0783,0.1368,,1.833,0f50fb19f263c430,lat,3,0.07,59.0,0.0953
GB,SW,No Process,0.7831,0.7705,0.3077,0.2486,0.6443,0.3587,,9.237,0f50fb19f263c430,lat,3,0.018,59.0,0.0953
KNN,SW,No Process,0.8993,0.6408,0.1687,0.365,0.0941,0.1496,,0.008,0f50fb19f263c430,lat,3,1.324,59.0,0.0953
LR,SW,No Process,0.7783,0.7634,0.2705,0.24,0.6253,0.3469,,0.124,0f50fb19f263c430,lat,4,0.004,59.0,0.0953
RF,SW,No Process,0.9077,0.7583,0.3252,0.5676,0.083,0.1448,,1.864,0f50fb19f263c430,lat,4,0.069,59.0,0.0953
GB,SW,No Process,0.7831,0.7705,0.3077,0.2484,0.6435,0.3584,,9.437,0f50fb19f263c430,lat,4,0.019,59.0,0.0953
KNN,SW,No Process,0.8993,0.6408,0.1687,0.365,0.0941,0.1496,,0.009,0f50fb19f263c430,lat,4,1.257,59.0,0.0953
LR,SW,With Process,0.8392,0.8781,0.4793,0.3398,0.751,0.4679,,0.2,0f50fb19f263c430,lat,42,0.005,76.0,0.0953
RF,SW,With Process,0.9318,0.9143,0.6338,0.8753,0.3217,0.4705,,2.0,0f50fb19f263c430,lat,42,0.058,76.0,0.0953
GB,SW,With Process,0.8082,0.9167,0.6333,0.3163,0.8933,0.4672,,14.277,0f50fb19f263c430,lat,42,0.021,76.0,0.0953
KNN,SW,With Process,0.9176,0.6967,0.3207,0.6771,0.2387,0.353,,0.01,0f50fb19f263c430,lat,42,1.346,76.0,0.0953
LR,SW,With Process,0.8392,0.8781,0.4793,0.3398,0.751,0.4679,,0.196,0f50fb19f263c430,lat,1,0.005,76.0,0.0953
RF,SW,With Process,0.9318,0.9117,0.6357,0.8734,0.3217,0.4702,,1.818,0f50fb19f263c430,lat,1,0.057,76.0,0.0953
GB,SW,With Process,0.8082,0.9167,0.6334,0.3163,0.8933,0.4672,,15.029,0f50fb19f263c430,lat,1,0.021,76.0,0.0953
KNN,SW,With Process,0.9176,0.6967,0.3207,0.6771,0.2387,0.353,,0.012,0f50fb19f263c430,lat,1,1.483,76.0,0.0953
LR,SW,With Process,0.8392,0.8781,0.4793,0.3398,0.751,0.4679,,0.206,0f50fb19f263c430,lat,2,0.005,76.0,0.0953
RF,SW,With Process,0.9322,0.9121,0.6318,0.8848,0.3217,0.4719,,1.915,0f50fb19f263c430,lat,2,0.058,76.0,0.0953
GB,SW,With Process,0.8082,0.9167,0.6332,0.3163,0.8933,0.4672,,13.887,0f50fb19f263c430,lat,2,0.02,76.0,0.0953
KNN,SW,With Process,0.9176,0.6967,0.3207,0.6771,0.2387,0.353,,0.01,0f50fb19f263c430,lat,2,1.374,76.0,0.0953
LR,SW,With Process,0.8392,0.8781,0.4793,0.3398,0.751,0.4679,,0.198,0f50fb19f263c430,lat,3,0.005,76.0,0.0953
RF,SW,With Process,0.9326,0.9095,0.6304,0.8811,0.3281,0.4781,,1.812,0f50fb19f263c430,lat,3,0.059,76.0,0.0953
GB,SW,With Process,0.8082,0.9167,0.6335,0.3163,0.8933,0.4672,,14.143,0f50fb19f263c430,lat,3,0.021,76.0,0.0953
KNN,SW,With Process,0.9176,0.6967,0.3207,0.6771,0.2387,0.353,,0.01,0f50fb19f263c430,lat,3,1.398,76.0,0.0953
LR,SW,With Process,0.8392,0.8781,0.4793,0.3398,0.751,0.4679,,0.257,0f50fb19f263c430,lat,4,0.007,76.0,0.0953
RF,SW,With Process,0.9319,0.9129,0.6343,0.8723,0.3241,0.4726,,1.955,0f50fb19f263c430,lat,4,0.06,76.0,0.0953
GB,SW,With Process,0.8082,0.9167,0.6335,0.3163,0.8933,0.4672,,15.179,0f50fb19f263c430,lat,4,0.023,76.0,0.0953
KNN,SW,With Process,0.9176,0.6967,0.3207,0.6771,0.2387,0.353,,0.013,0f50fb19f263c430,lat,4,2.021,76.0,0.0953
LR,SW,With BoW,0.8564,0.8839,0.5299,0.3688,0.7375,0.4917,,1.538,0f50fb19f263c430,lat,42,0.022,344.0,0.0953
RF,SW,With BoW,0.9307,0.9068,0.62,0.8436,0.3241,0.4683,,3.325,0f50fb19f263c430,lat,42,0.102,344.0,0.0953
GB,SW,With BoW,0.8107,0.9157,0.6303,0.3186,0.887,0.4688,,30.932,0f50fb19f263c430,lat,42,0.053,344.0,0.0953
KNN,SW,With BoW,0.9265,0.7077,0.3843,0.7532,0.3257,0.4547,,0.036,0f50fb19f263c430,lat,42,5.023,344.0,0.0953
LR,SW,With BoW,0.8564,0.8839,0.5299,0.3688,0.7375,0.4917,,1.522,0f50fb19f263c430,lat,1,0.022,344.0,0.0953
RF,SW,With BoW,0.9315,0.9073,0.6199,0.8525,0.3289,0.4746,,3.757,0f50fb19f263c430,lat,1,0.093,344.0,0.0953
