Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id,Variant,Seed,Test_Time_s,n_features,pos_rate
RNN,SW,Sequence Only,0.3835,0.5648,0.1061,0.1045,0.7538,0.1835,20.0,18.9,0f50fb19f263c430,corrpacu,42,,,
RNN,SW,Sequence + Tabular,0.8187,0.8289,0.3148,0.2877,0.6591,0.4006,34.0,34.3,0f50fb19f263c430,corrpacu,42,,,
RNN,ICU,Sequence Only,0.1894,0.5264,0.1263,0.1237,0.9567,0.219,14.0,16.8,6e09b6e8a1606e84,lat,1,,,
RNN,ICU,Sequence + Tabular,0.7658,0.7887,0.3857,0.2845,0.6414,0.3942,31.0,39.5,6e09b6e8a1606e84,lat,1,,,
RNN,SW,Sequence Only,0.9219,0.6952,0.359,0.6593,0.3534,0.4601,13.0,12.1,0f50fb19f263c430,lat,1,,,
RNN,SW,Sequence + Tabular,0.8469,0.8927,0.6048,0.3536,0.7557,0.4817,29.0,29.1,0f50fb19f263c430,lat,1,,,
RNN,ICU,Sequence Only,0.2925,0.533,0.1267,0.1261,0.8357,0.2191,16.0,18.8,6e09b6e8a1606e84,lat,2,,,
RNN,ICU,Sequence + Tabular,0.7502,0.7859,0.3825,0.2737,0.6668,0.3881,32.0,40.5,6e09b6e8a1606e84,lat,2,,,
RNN,SW,Sequence Only,0.9096,0.6937,0.3572,0.528,0.3723,0.4367,15.0,13.9,0f50fb19f263c430,lat,2,,,
RNN,SW,Sequence + Tabular,0.8548,0.8916,0.6042,0.366,0.7407,0.4899,26.0,26.1,0f50fb19f263c430,lat,2,,,
RNN,ICU,Sequence Only,0.3046,0.5326,0.1265,0.1263,0.8202,0.2189,17.0,20.2,6e09b6e8a1606e84,lat,3,,,
RNN,ICU,Sequence + Tabular,0.7228,0.7902,0.3825,0.2593,0.7181,0.381,27.0,34.3,6e09b6e8a1606e84,lat,3,,,
RNN,SW,Sequence Only,0.9174,0.6936,0.3592,0.6032,0.3581,0.4494,16.0,14.7,0f50fb19f263c430,lat,3,,,
RNN,SW,Sequence + Tabular,0.8634,0.8933,0.6082,0.3814,0.7249,0.4999,40.0,39.8,0f50fb19f263c430,lat,3,,,
RNN,ICU,Sequence Only,0.2484,0.5285,0.1248,0.1252,0.8899,0.2196,17.0,20.1,6e09b6e8a1606e84,lat,4,,,
RNN,ICU,Sequence + Tabular,0.7613,0.7838,0.3801,0.2817,0.6509,0.3932,21.0,26.7,6e09b6e8a1606e84,lat,4,,,
RNN,SW,Sequence Only,0.926,0.6903,0.3552,0.7218,0.3486,0.4701,15.0,14.0,0f50fb19f263c430,lat,4,,,
RNN,SW,Sequence + Tabular,0.8291,0.894,0.6077,0.3305,0.7945,0.4668,29.0,29.1,0f50fb19f263c430,lat,4,,,
RNN,ICU,Sequence Only,0.6023,0.5301,0.125,0.1272,0.4004,0.193,21.0,24.6,6e09b6e8a1606e84,lat,42,,,
RNN,ICU,Sequence + Tabular,0.7457,0.7882,0.3853,0.2742,0.6927,0.3929,31.0,39.0,6e09b6e8a1606e84,lat,42,,,
RNN,SW,Sequence Only,0.9057,0.6944,0.3595,0.4989,0.3723,0.4264,23.0,21.1,0f50fb19f263c430,lat,42,,,
RNN,SW,Sequence + Tabular,0.8358,0.891,0.6046,0.3381,0.7771,0.4712,24.0,23.9,0f50fb19f263c430,lat,42,,,
RNN,ICU,Sequence Only,0.2636,0.5245,0.1592,0.1577,0.8888,0.2679,13.0,15.6,6e09b6e8a1606e84,old,1,,,
RNN,ICU,Sequence + Tabular,0.7479,0.8086,0.5222,0.3418,0.7163,0.4628,16.0,20.5,6e09b6e8a1606e84,old,1,,,
RNN,SW,Sequence Only,0.8714,0.6452,0.3299,0.5801,0.266,0.3647,29.0,26.7,0f50fb19f263c430,old,1,,,
RNN,SW,Sequence + Tabular,0.824,0.8793,0.6182,0.426,0.7721,0.5491,30.0,29.9,0f50fb19f263c430,old,1,,,
RNN,ICU,Sequence Only,0.2655,0.5294,0.1607,0.1571,0.881,0.2667,12.0,14.4,6e09b6e8a1606e84,old,2,,,
RNN,ICU,Sequence + Tabular,0.7906,0.8136,0.5266,0.3881,0.6609,0.489,28.0,35.4,6e09b6e8a1606e84,old,2,,,
RNN,SW,Sequence Only,0.8746,0.6464,0.3316,0.6134,0.2611,0.3663,25.0,23.0,0f50fb19f263c430,old,2,,,
RNN,SW,Sequence + Tabular,0.8142,0.8784,0.6134,0.4117,0.7887,0.541,26.0,25.9,0f50fb19f263c430,old,2,,,
RNN,ICU,Sequence Only,0.675,0.5281,0.1597,0.161,0.2716,0.2022,15.0,17.8,6e09b6e8a1606e84,old,3,,,
RNN,ICU,Sequence + Tabular,0.7708,0.809,0.5242,0.364,0.6844,0.4752,22.0,27.9,6e09b6e8a1606e84,old,3,,,
RNN,SW,Sequence Only,0.8747,0.6478,0.3331,0.6119,0.2654,0.3702,19.0,17.4,0f50fb19f263c430,old,3,,,
RNN,SW,Sequence + Tabular,0.8357,0.8783,0.6168,0.4451,0.7458,0.5575,32.0,31.7,0f50fb19f263c430,old,3,,,
RNN,ICU,Sequence Only,0.3001,0.5339,0.1622,0.1598,0.8494,0.269,39.0,45.3,6e09b6e8a1606e84,old,4,,,
RNN,ICU,Sequence + Tabular,0.7886,0.8097,0.5279,0.3855,0.6637,0.4877,21.0,26.5,6e09b6e8a1606e84,old,4,,,
RNN,SW,Sequence Only,0.8753,0.6472,0.3346,0.6215,0.2606,0.3672,17.0,15.6,0f50fb19f263c430,old,4,,,
RNN,SW,Sequence + Tabular,0.8423,0.8797,0.6215,0.4573,0.7287,0.5619,28.0,27.8,0f50fb19f263c430,old,4,,,
RNN,ICU,Sequence Only,0.6431,0.5299,0.1599,0.1646,0.332,0.2201,11.0,13.1,6e09b6e8a1606e84,old,42,,,
RNN,ICU,Sequence + Tabular,0.7588,0.8094,0.5245,0.353,0.7089,0.4713,26.0,33.4,6e09b6e8a1606e84,old,42,,,
RNN,SW,Sequence Only,0.8649,0.6453,0.3343,0.5254,0.2772,0.3629,26.0,24.0,0f50fb19f263c430,old,42,,,
RNN,SW,Sequence + Tabular,0.8174,0.8785,0.6155,0.4162,0.7845,0.5439,28.0,27.9,0f50fb19f263c430,old,42,,,
RNN,ICU,Sequence Only,0.3351,0.5403,0.1521,0.1507,0.8089,0.2541,17.0,17.2,14d2082d80407129,restricted,1,,,
RNN,ICU,Sequence + Tabular,0.7679,0.7901,0.4396,0.3307,0.6427,0.4367,36.0,39.1,14d2082d80407129,restricted,1,,,
RNN,SW,Sequence Only,0.6854,0.6946,0.6355,0.7169,0.524,0.6055,36.0,7.1,476006eb47fe7cf9,restricted,1,,,
RNN,SW,Sequence + Tabular,0.74,0.8062,0.8053,0.7373,0.6767,0.7057,37.0,7.8,476006eb47fe7cf9,restricted,1,,,
RNN,ICU,Sequence Only,0.305,0.5453,0.1583,0.1501,0.8503,0.2551,22.0,22.2,14d2082d80407129,restricted,2,,,
RNN,ICU,Sequence + Tabular,0.7202,0.7941,0.4461,0.2952,0.7195,0.4186,30.0,32.5,14d2082d80407129,restricted,2,,,
RNN,SW,Sequence Only,0.6825,0.6935,0.6314,0.7082,0.5287,0.6054,44.0,8.6,476006eb47fe7cf9,restricted,2,,,
RNN,SW,Sequence + Tabular,0.7421,0.8077,0.8062,0.7527,0.6558,0.7009,45.0,9.5,476006eb47fe7cf9,restricted,2,,,
RNN,ICU,Sequence Only,0.3207,0.5429,0.1538,0.1501,0.8264,0.2541,12.0,12.2,14d2082d80407129,restricted,3,,,
RNN,ICU,Sequence + Tabular,0.7355,0.7873,0.4375,0.3019,0.6777,0.4177,21.0,22.8,14d2082d80407129,restricted,3,,,
RNN,SW,Sequence Only,0.6821,0.6949,0.6331,0.7096,0.5248,0.6034,25.0,4.9,476006eb47fe7cf9,restricted,3,,,
RNN,SW,Sequence + Tabular,0.7346,0.8066,0.8018,0.7142,0.707,0.7106,32.0,6.8,476006eb47fe7cf9,restricted,3,,,
RNN,ICU,Sequence Only,0.3324,0.5431,0.158,0.1507,0.8128,0.2542,18.0,18.1,14d2082d80407129,restricted,4,,,
RNN,ICU,Sequence + Tabular,0.7589,0.7878,0.4397,0.3225,0.6558,0.4324,19.0,20.5,14d2082d80407129,restricted,4,,,
RNN,SW,Sequence Only,0.6832,0.6981,0.638,0.7058,0.5357,0.6091,26.0,5.1,476006eb47fe7cf9,restricted,4,,,
RNN,SW,Sequence + Tabular,0.7364,0.808,0.8073,0.7184,0.7039,0.711,38.0,8.0,476006eb47fe7cf9,restricted,4,,,
RNN,ICU,Sequence Only,0.3308,0.5457,0.1538,0.1513,0.8201,0.2555,22.0,22.2,14d2082d80407129,restricted,42,,,
RNN,ICU,Sequence + Tabular,0.7556,0.7892,0.4373,0.3196,0.6607,0.4308,34.0,36.7,14d2082d80407129,restricted,42,,,
RNN,SW,Sequence Only,0.6839,0.698,0.639,0.7161,0.5202,0.6026,32.0,6.2,476006eb47fe7cf9,restricted,42,,,
RNN,SW,Sequence + Tabular,0.7393,0.8071,0.8057,0.75,0.6512,0.6971,43.0,9.1,476006eb47fe7cf9,restricted,42,,,
